Longitude,Latitude,Type,Name,Street,City,State,Zip_Code,Score
-86.233668,39.790183,Halls of Fame,Indianapolis Motor Speedway Hall of Fame Museum,4790 W 16th St,Indianapolis,IN,46222,5
-86.019412,40.75475,Halls of Fame,Circus Hall of Fame,3076 Peru Circus Ln,Peru,IN,46970,5
-85.380601,39.909766,Halls of Fame,Indiana Basketball Hall of Fame,408 Trojan Ln,New Castle,IN,47362,5
-86.91248,38.122558,Theme Park,Holiday World & Splashin Safari,452 E Christmas Blvd,Santa Claus,IN,47579,5
-83.089399,42.550664,Halls of Fame,National Polish-American Sports Hall of Fame,2975 E. Maple,Troy,MI,48083,5
-83.237689,42.302556,Halls of Fame,Automotive Hall of Fame,21400 Oakwood Blvd,Dearborn,MI,48124,5
-83.050046,42.326596,Halls of Fame,Michigan Sports Hall of Fame,1 Washington Blvd,Detroit,MI,48226,5
-87.665885,46.503577,Halls of Fame,U.S. National Ski Hall of Fame and Museum,610 Palms Ave,Ishpeming,MI,49849,5
-93.499918,41.654372,Theme Park,Adventureland,305 34th Ave NW,Altoona,IA,50009,5
-93.109689,41.327991,Halls of Fame,National Sprint Car Hall of Fame,1 Sprint Capital Pl,Knoxville,IA,50138,5
-94.44424,41.323637,Halls of Fame,Iowa Aviation Hall of Fame,2251 Airport Rd,Greenfield,IA,50849,5
-91.574555,41.659002,Halls of Fame,University of Iowa Athletics Hall of Fame,2425 Prairie Meadow Dr,Iowa City,IA,52242,5
-87.917131,43.10023,Best Burgers,Solly's Grille,4629 N Port Washington Rd,Milwaukee,WI,53212,5
-88.054886,43.023704,Halls of Fame,Wisconsin Golf Hall of Fame,11350 W. Theo Trecker Way,West Allis,WI,53214,5
-89.210185,43.1798,Halls of Fame,National Midget Auto Racing Hall of Fame,315 Park St.,Sun Prairie,WI,53590,5
-88.062227,44.501238,Halls of Fame,Green Bay Packers Hall of Fame,1265 Lombardi Ave,Green Bay,WI,54304,5
-89.294187,45.903827,Halls of Fame,Wisconsin Hockey Hall of Fame,4149 Hwy-70 East,Eagle River,WI,54521,5
-93.453825,44.798765,Theme Park,Soak City Waterpark,1 Valleyfair Drive,Shakopee,MN,55379,5
-93.276039,44.976725,Halls of Fame,Minnesota Walk of Fame,805 Hennepin Avenue,Minneapolis,MN,55403,5
-93.247576,44.939419,Best Burgers,Matt's Bar,3500 Cedar Ave S,Minneapolis,MN,55407,5
-92.528565,47.471422,Halls of Fame,U.S. Hockey Hall of Fame,801 Hat Trick Ave,Eveleth,MN,55734,5
-97.0698,47.927674,Halls of Fame,University of North Dakota Letterwinners Hall of Fame,Ralph Engelstad Arena Dr,Grand Forks,ND,58203,5
-87.935694,42.370358,Theme Park,Six Flags Great America,1 Great America Pkwy,Gurnee,IL,60031,5
-87.681425,42.046152,Best Burgers,Edzo?s Burger Shop,1571 Sherman Ave,Evanston,IL,60201,5
-87.647667,41.884712,Best Burgers,Au Cheval,800 W Randolph St,Chicago,IL,60607,5
-87.662771,41.869176,Halls of Fame,National Italian American Sports Hall of Fame,1431 West Taylor St,Chicago,IL,60607,5
-87.700456,41.939553,Best Burgers,Kuma's Corner,2900 W Belmont Ave,Chicago,IL,60618,5
-87.583061,41.790583,Halls of Fame,U.S. Business Hall of Fame,5700 S. Lake Shore Drive,Chicago,IL,60637,5
-87.628582,41.888999,Halls of Fame,National Radio Hall of Fame,360 N. State St.,Chicago,IL,60654,5
-90.67523,38.51404,Theme Park,Six Flags St. Louis,4900 Six Flags St Louis Railroad,Eureka,MO,63069,5
-90.191909,38.62396,Halls of Fame,St. Louis Cardinals Hall of Fame Museum,700 Clark Ave,St Louis,MO,63102,5
-90.205162,38.604084,Halls of Fame,St. Louis Wrestling Hall of Fame,2301 S 7th St,St Louis,MO,63104,5
-90.26111,38.644341,Halls of Fame,World Chess Hall of Fame,4652 Maryland Ave,St Louis,MO,63108,5
-90.304975,38.655872,Halls of Fame,St. Louis Walk of Fame,6504 Delmar Blvd.,St Louis,MO,63130,5
-94.580153,39.097361,Halls of Fame,National Collegiate Basketball Hall of Fame,1401 Grand Boulevard,Kansas City,MO,64106,5
-94.585471,39.041903,Best Burgers,Winstead?s,101 Emanuel Cleaver II Blvd.,Kansas City,MO,64112,5
-94.481454,39.05086,Halls of Fame,Kansas City Royals Hall of Fame,1 Royal Way,Kansas City,MO,64129,5
-93.217186,37.120493,Halls of Fame,Missouri Sports Hall of Fame,3861 E Stan Musial Dr,Springfield,MO,65809,5
-94.874313,39.108167,Halls of Fame,National Agricultural Center and Hall of Fame,630 N 126th St,Bonner Springs,KS,66012,5
-97.341453,37.680667,Halls of Fame,Kansas Sports Hall of Fame,515 S Wichita St,Wichita,KS,67202,5
-97.610113,38.840993,Best Burgers,The Cozy Inn,108 N 7th St,Salina,KS,67401,5
-90.080185,29.951707,Halls of Fame,New Orleans Saints Hall of Fame,1500 Poydras St,New Orleans,LA,70112,5
-89.916868,30.026813,NASA Centers,Michoud Assembly Facility,13800 Old Gentilly Rd,New Orleans,LA,70129,5
-93.086373,31.759483,Halls of Fame,Louisiana Sports Hall of Fame,500 Front St,Natchitoches,LA,71457,5
-92.264413,34.755203,Halls of Fame,Arkansas Sports Hall of Fame,3 Verizon Arena Way,North Little Rock,AR,72114,5
-97.464246,35.52442,Halls of Fame,National Softball Hall of Fame,2801 NE 50th St,Oklahoma City,OK,73111,5
-97.476217,35.52498,Halls of Fame,International Gymnastics Hall of Fame,2100 NE 52nd St,Oklahoma City,OK,73111,5
-97.483349,35.535713,Halls of Fame,National Cowboy Hall of Fame,1700 NE 63rd St,Oklahoma City,OK,73111,5
-97.063487,36.126626,Halls of Fame,National Wrestling Hall of Fame,405 W Hall of Fame Ave,Stillwater,OK,74075,5
-97.069489,32.751404,Halls of Fame,International Bowling Hall of Fame,621 Six Flags Dr,Arlington,TX,76011,5
-97.071969,32.755497,Theme Park,Six Flags Over Texas,2201 Road to Six Flags St E,Arlington,TX,76011,5
-97.347028,32.788538,Halls of Fame,Texas Cowboy Hall of Fame,128 E Exchange Ave,Fort Worth,TX,76164,5
-97.117869,31.552739,Halls of Fame,Texas Sports Hall of Fame,1108 S University Parks Dr,Waco,TX,76706,5
-95.098214,29.551793,NASA Centers,NASA Johnson Space Center,1601 Nasa Parkway,Houston,TX,77058,5
-94.85417,29.270564,Halls of Fame,Texas Aviation Hall of Fame,2002 Terminal Dr,Galveston,TX,77554,5
-98.699649,29.4584,Theme Park,SeaWorld San Antonio,10500 Sea World Dr,San Antonio,TX,78251,5
-98.59987,29.601,Theme Park,Six Flags Fiesta Texas,17000 IH-10 West,San Antonio,TX,78257,5
-101.808015,35.194223,Halls of Fame,American Quarter Horse Hall of Fame,2601 E Interstate 40,Amarillo,TX,79104,5
-101.845828,33.580236,Halls of Fame,College Baseball Hall Of Fame,1517 Texas Ave,Lubbock,TX,79401,5
-99.844,32.271653,Best Burgers,Perini Ranch Steakhouse,3002 Fm 89 #A,Buffalo Gap,TX,79508,5
-105.107706,39.915601,Halls of Fame,Billiard Congress of America Hall of Fame,12303 Airport Way,Broomfield,CO,80021,5
-105.0092,39.756268,Best Burgers,My Brother's Bar,2376 15th St,Denver,CO,80202,5
-105.021332,39.743985,Halls of Fame,Colorado Sports Hall of Fame,1701 Mile High Stadium Cir #500,Denver,CO,80204,5
-104.89559,39.720993,Halls of Fame,Colorado Aviation Hall of Fame,7711 East Academy Blvd.,Denver,CO,80230,5
-106.293382,39.251172,Halls of Fame,National Mining Hall of Fame,120 W 9th St,Leadville,CO,80461,5
-104.848888,38.793782,Halls of Fame,World Figure Skating Hall of Fame,20 1st St,Colorado Springs,CO,80906,5
-104.82436,38.912517,Halls of Fame,ProRodeo Hall of Fame,101 Pro Rodeo Dr,Colorado Springs,CO,80919,5
-106.886421,38.810505,Halls of Fame,Mountain Bike Hall of Fame,122 Teocalli Rd,Crested Butte,CO,81224,5
-111.973406,41.124264,Halls of Fame,Utah Aviation Hall of Fame,7981 Georgia St,Hill AFB,UT,84056,5
-111.953222,33.447673,Halls of Fame,Hall of Flame,6101 E Van Buren St,Phoenix,AZ,85008,5
-110.86597,32.139496,Halls of Fame,Arizona Aviation Hall of Fame,6000 E Valencia Road,Tuscon,AZ,85756,5
-105.897303,35.582575,Best Burgers,Bobcat Bite,420 Old Las Vegas Hwy,Santa Fe,NM,87501,5
-106.614113,32.454566,NASA Centers,Goddard White Sands Test Facility,12600 NASA Road,Las Cruces,NM,88012,5
-105.920723,32.920541,Halls of Fame,International Space Hall of Fame,3198 State Route 2001,Alamogordo,NM,88310,5
-115.139599,36.169116,Halls of Fame,Burlesque Hall of Fame,520 Fremont St,Las Vegas,NV,89101,5
-115.151412,36.136285,Halls of Fame,American TV Game Show Hall of Fame,3000 Paradise Rd,Las Vegas,NV,89109,5
-119.808434,39.525774,Halls of Fame,Off-Road Motorsports Hall of Fame,10 South Lake Street,Reno,NV,89501,5
-118.342086,34.101318,Halls of Fame,Hollywood Walk of Fame,7018 Hollywood Blvd,Los Angeles,CA,90028,5
-118.498416,34.029339,Best Burgers,Father's Office,1018 Montana Ave,Santa Monica,CA,90403,5
-117.999444,33.844304,Theme Park,Knott's Berry Farm,8039 Beach Blvd,Buena Park,CA,90620,5
-118.17571,34.1971,NASA Centers,NASA Jet Propulsion Laboratory,4800 Oak Grove Drive,Pasadena,CA,91109,5
-118.596886,34.425418,Theme Park,Six Flags Magic Mountain,26101 Magic Mountain Pkwy,Valencia,CA,91355,5
-118.353045,34.13809,Theme Park,Universal Studios Hollywood,100 Universal City Plaza,Universal City,CA,91608,5
-117.311643,33.126407,Theme Park,Legoland California,One LEGOLAND Drive,Carlsbad,CA,92008,5
-117.152376,32.727258,Halls of Fame,Breitbard Hall of Fame,2131 Pan American Plaza,San Diego,CA,92101,5
-117.225689,32.764881,Theme Park,SeaWorld San Diego,500 Sea World Dr,San Diego,CA,92109,5
-116.546806,33.825818,Halls of Fame,Palm Springs Walk of Stars,N Palm Canyon Dr,Palm Springs,CA,92262,5
-117.918836,33.805885,Theme Park,Disney California Adventure Park,1313 Disneyland Dr,Anaheim,CA,92802,5
-117.89652,34.95618,NASA Centers,Nasa Dryden Flight Research Center,N Rosamond Blvd,Edwards,CA,93524,5
-122.06417,37.40899,NASA Centers,NASA Exploration Center,Moffett Federal Field,Mountain View,CA,94043,5
-122.06562,37.40892,NASA Centers,Nasa Ames Research Center,801 Moffett Blvd,Mountain View,CA,94043,5
-122.421643,37.773621,Best Burgers,Zuni Cafe,1658 Market St,San Francisco,CA,94102,5
-122.393441,37.79542,Best Burgers,Gott's Roadside,1 Ferry Building; Suite 6,San Francisco,CA,94105,5
-122.392041,37.791174,Halls of Fame,Bay Area Sports Hall of Fame,201 Spear St #1150,San Francisco,CA,94105,5
-122.388215,38.418955,Best Burgers,Mustards Grill,7399 Saint Helena Hwy,Napa,CA,94558,5
-122.24967,38.14193,Theme Park,Six Flags Discovery Kingdom,1001 Fairgrounds Dr,Vallejo,CA,94589,5
-121.744433,38.544291,Halls of Fame,U.S. Bicycling Hall of Fame,303 3rd St,Davis,CA,95616,5
-121.490328,38.581193,Best Burgers,Jim-Denny's,816 12th St,Sacramento,CA,95814,5
-122.638035,45.461231,Halls of Fame,Oregon Sports Hall of Fame,8500 SE McLoughlin Blvd,Portland,OR,97222,5
-122.327735,47.661143,Best Burgers,Dick?s Drive-In,111 NE 45th St,Seattle,WA,98105,5
-122.348094,47.621494,Halls of Fame,Science Fiction Museum and Hall of Fame,325 5th Ave N,Seattle,WA,98109,5
